學年度,設立別,學校類別,學校統計處代碼,學校名稱,當學年度全校總量內核定新生招生名額(A),當學年度全校新生保留入學資格人數(B),當學年度全校總量內新生招生核定名額之實際註冊人數(C),當學年度全校境外(新生)學生實際註冊人數(D),當學年度全校新生註冊率(％)E=〔(C+D)/(A-B+D)〕*100％,當學年度全校招生特色說明
111,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,101,12,69,16,80.95,佛教學系：「佛教研究」可說是認識亞洲宗教、文化、藝術、思想、政治、社會等領域，所不可或缺的學科，隨著全球化的腳步，佛教逐漸成為現代世界重要的精神與思想的源泉，並且為提升社會公益與福祉以及環境的永續發展，提供全新的思考與意義。「佛教學系」是一門專業、積極、現代化且國際化的學科，「佛教學系」與時下所謂的「佛系」可一點也不相同！ 生命教育碩士學位學程願景： 1.整合並創發生命價值與意義，落實當代社會脈絡中的生命教育 2.涵蓋完整的生命歷程，深拓並開展社會關懷的理論與實務 3.建構跨領域研究與實踐之範疇：包含哲學、心理學、宗教、藝術、教育、文化等課程方向： 1.生命觀照 2.自他關係 3.生命美學 4.實踐能力 5.關懷專題 6.會通專題 社會企業與創新碩士學位學程願景：以心靈環保核心價值，實踐社會公益與關懷精神，培育具全球視野及跨領域之社會企業博識專才，創新有益身心靈福祉社區與環境之永續發展。
111,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,946,0,915,0,96.72,日五專：  本校依據五專多元入學精神，辦理五專優先免試入學、北區聯合免試入學及東部地區五專護理科獎助生甄選入學等方案。招生科別為護理科、幼兒保育部、餐飲管理科、化妝品應用與管理科、視光學科、生命關懷事業科、人工智慧暨醫療應用科(110學年度設科)及智慧科技長期照顧科(111學年度設科)，秉承「寧願燒盡，不願銹壞」的馬偕精神與「誠敬愛勤」的校訓，以養成人文素養與實用專業兼備、關懷社區的馬偕人為目標。  二專在職專班：  本校辦理二專在職專班單獨招生，招收具高中職畢業或符合同等學力之在職人士，招收視光學科，培育具馬偕精神、專業知能及職場倫理之優質人才為教育目標，著重理論與實務，藉由多元的課程規劃，以培養學生之專業知能；並結合實習以及專題研討，提升學生實務能力。
111,私立,技專校院,1283,仁德醫護管理專科學校,1553,0,1325,2,85.34,五專設有護理科、復健科、視光學科、醫事檢驗科、餐旅管理科、口腔衛生學科、健康美容觀光科、職業安全衛生科、生命關懷事業科、生技製藥經營管理科及人工智慧暨醫療應用科等十一個科別，以招收國中畢業生為主，其中醫護類科為本校辦學主軸。教導基礎醫學及護理專業知識，培養學生尊重生命、關懷他人與敬業樂群的情懷，藉由實驗及臨床實習增加實務運用及操作，讓理論與實務合而為一。  二專在職專班設有視光學科、生命關懷事業科、調理保健技術科、高齡健康促進科及口腔衛生學科等五個科別，主要招收社會在職人士，提供進修學習的管道。規劃學生於畢業前取得喪禮服務及國家禮儀師證照和傳統整復推拿技術士證照等專業證照，致力於培育「賦權宏觀、群體關愛」的執業專才，訓練合乎社會需求的專業能力，以提升業界所需之專業人才。
111,私立,技專校院,1284,樹人醫護管理專科學校,1702,0,1625,0,95.48,本校秉持「仁慈博愛‧樹人樹德」之校訓，配合德、智、體、群、美、技六育平衡發展的國家教育方針，以及政府在醫療、衛生、健康、管理、語文及婦幼政策的需要，設計課程架構，發展出具特色的醫護管理科系；禮聘優良師資，充實教學設備，積極爭取社會資源，促進校務蓬勃發展；全力提升服務水準，善盡社會責任，使本校成為臺灣最優、技冠全國之一流醫事科技學府。
111,私立,技專校院,1285,慈惠醫護管理專科學校,796,0,410,0,51.51,"1、強調「養成實用醫療護理衛健及管理專業人才為宗旨」之教育目標。 <br> 2、學生人數穩定維持於3,000人以上規模，確保學生平等的受教權益。 <br> 3、學術單位依現有三大學群內涵，提供每位學生適足的教育資源，且分別依五專日間部、二專日間部、二專進修部及二專在職專班等學制辦理招生。 <br> 4、運用本校教師各項人力資源與專長，逐年增加進修教育、推廣教育及職業訓練課程之開設，強化社區服務。 <br> 5、近、中期以成為「一流專科學校」為目標，長期以成為「最具特色專科學校」為目標。 <br> 6、有效開源節流、整合資源，提高整體營運效益，達永續經營之目標。<br>"
111,私立,技專校院,1286,耕莘健康管理專科學校,908,0,824,2,90.77,本校自民國六十年由天主教會成立，九十六年更名為耕莘健康管理專科學校，九十七年起同時有新店校區和宜蘭校區。本校招收科別以健康照護、健康美妝、健康休閒與健康資訊等四大主軸為方向，包括有護理科、口腔衛生與健康照護科（106學年度開始招生）、嬰幼兒保育科、化妝品應用與管理科、健康餐旅科和數位媒體設計科（108學年度停招）。以教授應用科學與技術，培養具敬天愛人及健康相關實務能力之人才為教育宗旨，本校除重視學生專業知能外，更著重教會辦學以品德教育為基石，落實全人教育，為社會培育真正有用之人才。可提供各項學雜費減免、低收入戶免費住宿、緊急紓困金、耕莘醫院獎學金及校內工讀機會等方式，營造所有學生皆能安心就讀之校園氛圍。透過專業校外實習歷程、積極與業界產學合作以及與耕莘醫院及天主教教會相關事業資源之聯盟，豐沛本校教學資源，達成「所學即所用」的目標，確保學生畢業後具有穩健的就業能力與機會。
111,私立,技專校院,1287,敏惠醫護管理專科學校,911,0,694,0,76.18,(一)以學生快樂學習為信念  (二)以教師熱誠優質為根基  (三)以正向思維啟蒙為習慣  (四)以團隊輔導成長為志業  (五)以專業技能精進為標竿  (六)以創造美好未來為責任  (七)以健康照護領域為核心
111,私立,技專校院,1289,育英醫護管理專科學校,370,0,346,0,93.51,(一)本校期許培植業界最愛的「育英品牌」--優質、稱職之護理、高齡健康照顧與健康美容保健之專門人才，進而打造一所落實與產業無縫接軌，培育學生成為「產業界最愛之人才」且永續經營之學校。(二)本校護理科、老人健康健康服務事業管理科及化妝品應用與管理科符合高齡化社會的需求及健康美容之社會潮流。(三)課程結合業界需求，並提供優秀學生赴海外見習機會。(四)護理科護理師高考及格率平均達90%。(五)老人健康服務事業管理科設置高齡健康照顧示範中心，並已通過勞動部「單一級照顧服務員」術科考場評鑑，為高雄市區唯一考場。(六)化妝品應用與管理科榮獲全國美容美髮美甲美睫技術競賽團體總冠軍及OMC國際大賽冠軍，深獲各界肯定。(七)本校提供各項校內外獎助學金，包括獎學金、助學金、工讀金、急難救助金、學生學業成績優良獎學金、清寒學生助學金及學生緊急紓困金、失業勞工子女助學金、學生外語能力檢定獎學金、弱勢助學補助。
111,私立,技專校院,1291,聖母醫護管理專科學校,438,0,280,0,63.93,專科學校為培育技術人力的重要管道之一，重視適性且多元啟發教育，並與實務課程結合，主要教授應用科學與技術，課程設計獨具特色，著重實習實作演練及專題製作，鼓勵考取職場必備之專業證照，培養一技之長，使學生具備職場就業能力，在畢業後取得副學士學位。由大學等級的師資授課，擁有大學頂級的教學設備。課程中亦加入業界師資共同教學，使其更貼近實務技能並吸收產業最新知識，強化與職場銜接的實務能力。落實專業證照制度，證照可證明學生們的專業能力並提升職場的競爭力。亦設置乙丙級證照考場；亦有畢業專題製作課程，對於學生們將來升學或是就業發展，皆為重要的參考指標。安排進行校外實習課程，讓學生提早進入職場實務訓練，體驗職場工作環境，增加學生於職場的適應力與競爭力，並有機會了解產業界性質，確認自己的就業性向，進而提高就業、穩定率及企業滿意度。促進產學人才培育之連貫性，培養學生務實致用的觀念與能力，達到技職教育的終極目標。
111,私立,技專校院,1292,新生醫護管理專科學校,1273,0,1227,2,96.39,五專特色  專科學校為五年制簡稱五專，招收對象為國中畢業生或非應屆畢業生，修業5年，畢業後可取得副學士學位，為培育中產階級技術人力的重要管道之一。五專落實專業證照制度，所有科別皆有其對應之專業證照，具有專業能力及提升職場的競爭力外，依職場類別有的證照甚至是進入職場必備條件，在學期間亦將安排校外實習，可提早體驗工作職場、也有多元升學進路、可快速選擇人生的方向，非常適合性向明確、有理想目標的國中生加入五專的行列。    在職  配合國家長期照護政策發展，培育具有「經驗」、「證照」和「學歷」之長期照護實務專業人才，為全國唯一「長照」二專在職專班。高齡化社會，長期照護人才需求大，畢業好就業。
111,私立,技專校院,1293,崇仁醫護管理專科學校,700,0,580,0,82.86,本校設有護理科、餐飲管理科、美容保健科、應用外語科及老人服務事業管理科等科別。  護理科落實學用合一，推動多元實習，縮短學用落差，運用臨床技能檢測及情境模擬等提高學習效能，厚植與產業界之鏈結力，畢業立即就業。  餐飲管理科著重校外實習，建構理論與實務並重之三明治教學法。課程涵蓋中西餐點烹調、烘焙、企業管理等課程。輔導學生畢業前至少考取5張丙級技術士證照。  美容保健科是以彩妝整體造型、美膚美體保健及醫學美容等課程為主軸，畢業後即可從事醫學美容師、彩妝造型設計師、芳香保健師等工作。  應用外語科課程著重英日西語溝通與職場實務能力，輔導學生畢業前考取專業證照及模組相關證照。同時積極推動海外實習學術交流。  老人服務事業管理科重視學理與實務連結，輔導學生畢業前至少考取5張專業證照。課程規劃包含失能照顧、健康促進、服務管理與實習等課程。
111,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,18,2,13,0,81.25,1. 承接優良傳統，在教會界有好名聲。  2. 校園地處台北信義區，交通便利，校園優美，最適合學生學習靈修的幽靜環境。  3. 教職員生關係良好。  4. 教學內容適用於實際牧養，不是封閉式洞穴理論，對教會牧養與培訓有所助益。  5. 優秀師長具有專業訓練並有牧者心志和事奉的經歷。  6. 全人教育，著重品德，並有教師的身段榜樣，引導學生的順服與委身。  7. 差派學生教會實習，提供實用的教學相長機會，有益畢業後的教會牧養工作。  8. 有許多代禱與支持者，在財務上有穩固的支持體系。
111,私立,宗教研修學院,1R03,臺北基督學院,22,1,19,0,90.48,本校特色為基督教博雅教育，強調結合基督教信仰與學生學習，學生一律住校，透過正式課程與生活教育培育學生基督徒品格，使其一生為真理作見證與服務社會。不同於一般大學院校之通識教育，博雅教育宗旨乃教導人「學識廣博，生活高雅」，因此，本校學生須修滿61學分的核心課程，包含聖經類、語言類、科學類、人文類、社會科學類、及其他類別之課程。學生學習能力指標除上述培育學生基督徒品格外，亦包括建立學生思辨能力、溝通能力、創新創意、合作能力、富同情心、專業能力、對家庭／教會／社會之貢獻。本校教育特色正如愛因斯坦所言：「博雅學院的價值不在於學習各樣的知識，而是訓練心智如何學習書本上學不到的知識」。
111,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,65,0,40,0,61.54,碩士班及碩士在職專班:辦學特色:以人文科學思維為基礎，融入道場行門儀軌概念，培育弘法佈道、道務經營和宗教研修 之種子人才，期能闡揚一貫道之精髓，廣被天下有緣眾生。 學士班： 辦學特色:融合德門、學門、行門三個向度交織成綿密的學習網，不止是學習書本上的知識，更是德行上的裪冶，不止學會做事的方法，更學會做人的態度。學院優質的環境提供學生一個安全、無染著的最佳學習環境，在德行實踐與佛規禮節的教育下成為一位允文允武的優秀人才。 學習一貫道義理與專業知識，除了能幫助宏法佈道外，並擬開設多個學程輔導考取專業證照，幫助學生做好升學、就業或道場服務的準備。 學士班就業學程為:(一）安養照護就業學程。（二）蔬食健康就業學程。 （三）文化創意就業學程。
111,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,47,1,42,2,91.67,本校為台灣基督長老教會所屬教育部立案學校，配合長老教會及其他友好教派教會開拓台灣各地教會(含原住民教會)，培育基督教教會牧者人才、高等神學教育師資及教會多元服事（基督教靈性諮商協談及教會音樂）人才。並且培養醫院、長照機構、安養單位、教會與社福機構在職人員各種靈性照顧課程，以幫助人找到生命意義、愛與寬恕力量。
111,私立,宗教研修學院,1R06,一貫道崇德學院,12,0,12,1,100.00,招生特色：  1.本校屬一貫道興辦之宗教研修學院，以培養一貫道神職人員為教育目標，兼具宗教實踐與學術研究之深化。   2.本校著重實踐，將道落實在生活中，將抽象的觀念具體化，提供修行者一個具體的修行步驟。吸引很多一貫道道親就讀。   3.本校除了網站招生之外，也會有計畫的在宗教內宣導，成效頗大。   4.透過網站以及臉書成立群組，都達到招生的效用。   5.本校之教育採人本教育，符合現代人的心靈需求，深深吸引有志於探究心靈思想的學者深入研究。   6.本校融合各教思想，包容各教學說，去蕪存菁，廣為各教接納，並給予肯定。   7.一貫道道內教育體系健全，有一個教育進程，對於道內高級知識分子來說，讀研究所是必經之路，因此學生來源不虞匱乏。
111,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,26,1,14,0,56.00,本校神學研究所及基督教研究所碩士班，以傳揚並見證耶穌基督救恩與博愛為宗旨，致力培育基督教信仰研究、教會音樂或宗教社會工作專業人才，以服務教會及社會。
111,私立,宗教研修學院,1R08,中華福音神學研究學院,30,2,25,0,89.29,課程設計除了基礎聖經與神學課程，將強化教牧情境的觀察與回應，為深度事奉奠定良好之基礎。在教會可投入傳福音、牧養、關顧、講道之事奉，可配搭事奉，亦可獨立牧會。培育具福音基礎與國際觀、有神學反思與文化人類學觀察能力之宣教士，使其在跨文化宣教中，成為合神心意的工人與僕人領袖。
111,私立,宗教研修學院,1R09,唯心聖教學院,15,0,15,0,100.00,唯心聖教應用易經研究所是培育具宗教關懷，能於世間弘法利生，為士農工商百業創造永續發展經營的大智慧賢者之基地，為社會國家培育齊家、治事業、治國、平天下之賢者，使其於畢業之後，安邦定國成為社會國家之中流砥柱。本所之核心價值是建構於唯心聖教之天命「防止世界之飢餓與貧窮而發生之戰爭」，以及本聖教之核心法脈教義–「為國修道、為民祈福」，與追根溯源大孝法門、安心法門、利他法門、消災化劫法門、禮運大同法門等五大唯心聖教法門教義。希冀畢業生之未來能成為國家政府或企業組織之佐國良相亦或百業之創業領導者，創造安定祥和富足的社會國家，進而達到世界大同、天下太平之境。
111,公立,一般大學,3002,臺北市立大學,2043,0,1961,36,96.06,本校於2013年8月1日正式成立，由臺北市立教育大學及臺北市立體育學院合併而成之綜合性大學。原臺北市立教育大學源自於1895年建立的「芝山巖學堂」。是臺灣地區歷史最悠久的大學，為我國培育無數優質之學校行政領導及教學人才，目前通過教師檢定及考取正式教師人數仍為師資培育大學之領先者。原臺北市立體育學院源自於1968年「臺北市立體育專科學校」，是貫徹政府發展全民體育政策，培養菁英運動員、舞蹈藝術人才、各級學校體育教師、運動教練、運動科學研究人員、運動領導人才及優秀社會體育工作人員之重點學校。臺北市立大學融合兩校原有優良傳統，在原有師資培育的優良傳統下，營造成一所「師資培育典範大學」；植基於培育績優運動競技選手之優勢，打造成一所「奪金選手重鎮大學」；更基於學校在人文藝術、科學教育、運動休閒的專業，以及臺北市政府未來對市政管理與發展人才之需求，建設為一所「都會特色創新大學」。
